text,reading,roles,predicate_frame,standalone_kind,provenance_ids
顯示,ㄒㄧㄢ3 ㄕ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
介紹,ㄐㄧㄝ4 ㄕㄠ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
投入,ㄊㄡ2 ㄖㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
表演,ㄅㄧㄠ3 ㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
地球,ㄉㄧ4 ㄑㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
安排,ㄢ1 ㄆㄞ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
開發,ㄎㄞ1 ㄈㄚ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
引起,ㄧㄣ3 ㄑㄧ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
邀請,ㄧㄠ1 ㄑㄧㄥ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
正常,ㄓㄥ4 ㄔㄤ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
大量,ㄉㄚ4 ㄌㄧㄤ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
表達,ㄅㄧㄠ3 ㄉㄚ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
平均,ㄆㄧㄥ2 ㄐㄩㄣ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
建設,ㄐㄧㄢ4 ㄕㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
死亡,ㄙ3 ㄨㄤ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
取得,ㄑㄩ3 ㄉㄜ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
穩定,ㄨㄣ3 ㄉㄧㄥ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
保持,ㄅㄠ3 ㄔ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
支,ㄓ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
價格,ㄐㄧㄚ4 ㄍㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
提升,ㄊㄧ2 ㄕㄥ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
名字,ㄇㄧㄥ2 ㄗ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
家長,ㄐㄧㄚ1 ㄓㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
意見,ㄧ4 ㄐㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
套,ㄊㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
批,ㄆㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
主任,ㄓㄨ3 ㄖㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
檢查,ㄐㄧㄢ3 ㄔㄚ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
語言,ㄩ3 ㄧㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廣告,ㄍㄨㄤ3 ㄍㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
肯定,ㄎㄣ3 ㄉㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
殺,ㄕㄚ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
兒童,ㄦ2 ㄊㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
獲,ㄏㄨㄛ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
領域,ㄌㄧㄥ3 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
今,ㄐㄧㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
創造,ㄔㄨㄤ4 ㄗㄠ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
道路,ㄉㄠ4 ㄌㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
疾病,ㄐㄧ2 ㄅㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
男子,ㄋㄢ2 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
特殊,ㄊㄜ4 ㄕㄨ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
執行,ㄓ2 ㄒㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
實驗,ㄕ2 ㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
制度,ㄓ4 ㄉㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
彼此,ㄅㄧ3 ㄘ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
危險,ㄨㄟ2 ㄒㄧㄢ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
議員,ㄧ4 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
當年,ㄉㄤ1 ㄋㄧㄢ2,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
商品,ㄕㄤ1 ㄆㄧㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
事業,ㄕ4 ㄧㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
調整,ㄊㄧㄠ2 ㄓㄥ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
不可,ㄅㄨ4 ㄎㄜ3,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
現代,ㄒㄧㄢ4 ㄉㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
狀態,ㄓㄨㄤ4 ㄊㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
距離,ㄐㄩ4 ㄌㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
意外,ㄧ4 ㄨㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
牠們,ㄊㄚ1 ㄇㄣ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
皇帝,ㄏㄨㄤ2 ㄉㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
模式,ㄇㄛ2 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
顏色,ㄧㄢ2 ㄙㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
面,ㄇㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
接觸,ㄐㄧㄝ1 ㄔㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
教學,ㄐㄧㄠ4 ㄒㄩㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
最佳,ㄗㄨㄟ4 ㄐㄧㄚ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
旅遊,ㄌㄩ3 ㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
颱風,ㄊㄞ2 ㄈㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
紀錄,ㄐㄧ4 ㄌㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
因素,ㄧㄣ1 ㄙㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
方便,ㄈㄤ1 ㄅㄧㄢ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
放棄,ㄈㄤ4 ㄑㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
包,ㄅㄠ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
人口,ㄖㄣ2 ㄎㄡ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
小說,ㄒㄧㄠ3 ㄕㄨㄛ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
理論,ㄌㄧ3 ㄌㄨㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
類似,ㄌㄟ4 ㄙ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
引發,ㄧㄣ3 ㄈㄚ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
同意,ㄊㄨㄥ2 ㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
發表,ㄈㄚ1 ㄅㄧㄠ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
作用,ㄗㄨㄛ4 ㄩㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
製造,ㄓ4 ㄗㄠ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
入,ㄖㄨ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
失去,ㄕ1 ㄑㄩ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
重點,ㄓㄨㄥ4 ㄉㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
長大,ㄓㄤ3 ㄉㄚ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
生物,ㄕㄥ1 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
成績,ㄔㄥ2 ㄐㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
何,ㄏㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
法國,ㄈㄚ3 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
宣布,ㄒㄩㄢ1 ㄅㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
意識,ㄧ4 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
青年,ㄑㄧㄥ1 ㄋㄧㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
不足,ㄅㄨ4 ㄗㄨ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
美麗,ㄇㄟ3 ㄌㄧ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
神,ㄕㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
篇,ㄆㄧㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
中間,ㄓㄨㄥ1 ㄐㄧㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
官員,ㄍㄨㄢ1 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
蔡,ㄘㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
成本,ㄔㄥ2 ㄅㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
結婚,ㄐㄧㄝ2 ㄏㄨㄣ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
獨立,ㄉㄨ2 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
消息,ㄒㄧㄠ1 ㄒㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
班,ㄅㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
交流,ㄐㄧㄠ1 ㄌㄧㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
方,ㄈㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
有效,ㄧㄡ3 ㄒㄧㄠ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
留下,ㄌㄧㄡ2 ㄒㄧㄚ5,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
歐洲,ㄡ1 ㄓㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
範圍,ㄈㄢ4 ㄨㄟ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
區域,ㄑㄩ1 ㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
感情,ㄍㄢ3 ㄑㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
重視,ㄓㄨㄥ4 ㄕ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
電子,ㄉㄧㄢ4 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
黃,ㄏㄨㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
符合,ㄈㄨ2 ㄏㄜ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
證明,ㄓㄥ4 ㄇㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
機構,ㄐㄧ1 ㄍㄡ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
反對,ㄈㄢ3 ㄉㄨㄟ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
戰爭,ㄓㄢ4 ㄓㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
須,ㄒㄩ1,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
降低,ㄐㄧㄤ4 ㄉㄧ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
退休,ㄊㄨㄟ4 ㄒㄧㄡ1,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
改革,ㄍㄞ3 ㄍㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
理解,ㄌㄧ3 ㄐㄧㄝ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
作者,ㄗㄨㄛ4 ㄓㄜ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
食品,ㄕ2 ㄆㄧㄣ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
成員,ㄔㄥ2 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
人數,ㄖㄣ2 ㄕㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
提高,ㄊㄧ2 ㄍㄠ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
競爭,ㄐㄧㄥ4 ㄓㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
房間,ㄈㄤ2 ㄐㄧㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
行政,ㄒㄧㄥ2 ㄓㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
哥哥,ㄍㄜ1 ㄍㄜ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
公共,ㄍㄨㄥ1 ㄍㄨㄥ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
工廠,ㄍㄨㄥ1 ㄔㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
免費,ㄇㄧㄢ3 ㄈㄟ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
公開,ㄍㄨㄥ1 ㄎㄞ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
餐廳,ㄘㄢ1 ㄊㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
金,ㄐㄧㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
傷害,ㄕㄤ1 ㄏㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
貿易,ㄇㄠ4 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
上海,ㄕㄤ4 ㄏㄞ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
從事,ㄘㄨㄥ2 ㄕ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
經典,ㄐㄧㄥ1 ㄉㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
西,ㄒㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
考慮,ㄎㄠ3 ㄌㄩ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
任務,ㄖㄣ4 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
太陽,ㄊㄞ4 ㄧㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
攻擊,ㄍㄨㄥ1 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
文章,ㄨㄣ2 ㄓㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
此外,ㄘ3 ㄨㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
法律,ㄈㄚ3 ㄌㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
近年,ㄐㄧㄣ4 ㄋㄧㄢ2,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
海洋,ㄏㄞ3 ㄧㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
障礙,ㄓㄤ4 ㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
兄弟,ㄒㄩㄥ1 ㄉㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
經歷,ㄐㄧㄥ1 ㄌㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
展開,ㄓㄢ3 ㄎㄞ1,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
加強,ㄐㄧㄚ1 ㄑㄧㄤ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
連續,ㄌㄧㄢ2 ㄒㄩ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
恢復,ㄏㄨㄟ1 ㄈㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
記者,ㄐㄧ4 ㄓㄜ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
金融,ㄐㄧㄣ1 ㄖㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
亞洲,ㄧㄚ4 ㄓㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
真實,ㄓㄣ1 ㄕ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
做出,ㄗㄨㄛ4 ㄔㄨ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
統計,ㄊㄨㄥ3 ㄐㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
留,ㄌㄧㄡ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
享受,ㄒㄧㄤ3 ㄕㄡ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
學者,ㄒㄩㄝ2 ㄓㄜ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
拍攝,ㄆㄞ1 ㄕㄜ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
使得,ㄕ3 ㄉㄜ5,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
最多,ㄗㄨㄟ4 ㄉㄨㄛ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
咖啡,ㄎㄚ1 ㄈㄟ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
神經,ㄕㄣ2 ㄐㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
重大,ㄓㄨㄥ4 ㄉㄚ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
整體,ㄓㄥ3 ㄊㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
風險,ㄈㄥ1 ㄒㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
設備,ㄕㄜ4 ㄅㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
能量,ㄋㄥ2 ㄌㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
